Filename,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940
30,0.080155865,0.065341415,0.08100787,0.046404899,0.053242681,0.082721693,0.063259715,0.092593229,0.069930867,0.129819049,0.496922941,0.411880759,0.037010249,0.076136116,0.137377067,0.23869939,0.283396036,0.184940795
31,0.011542158,0.004731981,-0.000156085,0.006718879,0.009364287,0.017246945,0.014220745,0.018549237,0.017498101,0.033840569,0.074468855,0.070015619,0.000995265,0.011618089,0.016302112,0.022859903,0.044639139,0.062627925
32,0.031157943,0.023148849,0.038865047,0.04966459,0.042816238,0.046966419,0.034121095,0.03883791,0.028143085,0.050683152,0.157197503,0.121299874,0.033420096,0.033869801,0.05449276,0.055863329,0.22690063,0.076210569
33,0.04561593,0.028935226,0.023724848,0.025837204,0.023355509,0.042279313,0.033512628,0.055436655,0.066225417,0.081125056,0.214400637,0.27520495,0.017121318,0.085786137,0.062221645,0.075098506,0.09200227,0.089023807
34,0.067583301,0.049453094,0.029343891,0.045076619,0.045458139,0.038703096,0.05696295,0.082667656,0.081662608,0.08958209,0.309886008,0.257994365,0.035324081,0.046379793,0.090010978,0.096907175,0.23340978,0.110827733
35,0.046464024,0.032933472,0.03480685,0.026803141,0.026273458,0.049112379,0.039399113,0.049343295,0.059144473,0.076119524,0.206406317,0.240014049,0.018506034,0.047987986,0.076464828,0.091492937,0.128097228,0.069422307
36,0.068519089,0.049979736,0.114878212,0.053085734,0.067190613,0.117444194,0.046815457,0.068212674,0.068012674,0.10099489,0.425694048,0.656296473,0.051103591,0.139488873,0.371505168,0.606526032,0.421352251,0.408143816
37,0.05594191,0.058290207,0.105044887,0.047049321,0.064872441,0.173147243,0.158180579,0.143099705,0.112856469,0.350746245,0.414198315,0.35251433,0.033204825,0.253954303,0.088794133,0.140581645,0.251382936,0.346461037
38,0.045804011,0.07249617,0.17169298,0.048376673,0.077246275,0.12904823,0.098277864,0.103614398,0.083706497,0.341872731,0.595766932,0.486630596,0.048552702,0.262714152,0.186620348,0.298559441,0.297191186,0.346461037
39,0.065514412,0.062707094,0.117687734,0.055702395,0.079006078,0.180613299,0.164675531,0.152888922,0.124211119,0.381753817,0.410554112,0.320634019,0.034112454,0.298457727,0.08752762,0.169222702,0.311911242,0.480057076
3,0.026557464,0.019570358,0.031841244,0.055460678,0.051714381,0.028532763,0.05198395,0.047658402,0.02897452,0.058714382,0.15677315,0.107739906,0.045612726,0.051385174,0.055475944,0.070051819,0.297435389,0.124312452
40,0.179289424,0.272069958,0.785853707,0.151857713,0.463466355,1.548268585,0.737363008,0.476758318,0.300593134,3.237042493,1.617624108,0.705387369,0.167489933,3.114993131,0.235769375,1.654879638,1.318710015,3.090759343
4,0.051529512,0.050399491,0.105357056,0.040929861,0.049166587,0.065403522,0.046815457,0.052459339,0.032988975,0.094093441,0.472248144,0.4217789,0.039041869,0.073007969,0.1325063,0.194817339,0.240843246,0.153192293
5,0.021955832,0.016733397,0.030592567,0.042017353,0.044023318,0.032188247,0.040515215,0.040719631,0.023039254,0.058363171,0.178927977,0.127887425,0.036706252,0.047095218,0.050088752,0.078987311,0.336781088,0.197180476
